Election_id,State_id,Constituency,Candidate_name,Party,EVM_Votes,Postal _Votes,Total _Votes,Percentage_Votes,Result
2003,Haryana,SONIPAT,SUNIL KUMAR,Rashtriya Garib Dal,456,11,467,0.04,Lost
2004,Haryana,SONIPAT,RADHEY SHYAM,Peoples Party of India (Democratic),438,3,441,0.04,Lost
2005,Haryana,SONIPAT,RAKESH,Samata Party,407,3,410,0.04,Lost
2006,Haryana,SONIPAT,NIRMAL SINGH,Independent,317,1,318,0.03,Lost
2007,Haryana,SONIPAT,SURENDER SINGH,Independent,295,1,296,0.03,Lost
2008,Haryana,SONIPAT,RAKESH DHARIWAL,Rashtriya Jatigat Aarakshan Virodhi Party,214,1,215,0.02,Lost
2009,Haryana,SONIPAT,NOTA,None of the Above,2287,33,2320,0.21,Lost
2010,Himachal Pradesh,HAMIRPUR,ANURAG SINGH THAKUR,Bharatiya Janata Party,593055,14013,607068,57.97,Won
2011,Himachal Pradesh,HAMIRPUR,SATPAL RAIZADA,Indian National Congress,414828,9883,424711,40.55,Lost
2012,Himachal Pradesh,HAMIRPUR,HEM RAJ,Bahujan Samaj Party,2694,64,2758,0.26,Lost
2013,Himachal Pradesh,HAMIRPUR,JAGDEEP KUMAR,Rashtriya Devbhumi Party,1738,26,1764,0.17,Lost
2014,Himachal Pradesh,HAMIRPUR,SURENDER KUMAR GAUTAM,Independent,1401,9,1410,0.13,Lost
2015,Himachal Pradesh,HAMIRPUR,SUBEDAR MAJOR KULWANT SINGH PATIAL,Bharatheeya Jawan Kisan Party,1176,63,1239,0.12,Lost
2016,Himachal Pradesh,HAMIRPUR,NAND LAL,Independent,978,41,1019,0.1,Lost
2017,Himachal Pradesh,HAMIRPUR,SUMIT RANA,Akhil Bhartiya Parivar Party,666,9,675,0.06,Lost
2018,Himachal Pradesh,HAMIRPUR,RAMESH CHAND SARTHI,Independent,544,16,560,0.05,Lost
2019,Himachal Pradesh,HAMIRPUR,ARUN ANKESH SYAL,Ekam Sanatan Bharat Dal,412,21,433,0.04,Lost
